type,element_id,metadata,text
Title,9efe2b4d3d004cb3c7a2f8c3b80a21a6,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 2, 'links': []}",Graduation
Title,a490f907091d83f88230760f18155f16,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 2, 'links': []}",SECTION L. GEORGIA TECH DIRECTORY INFORMATION
UncategorizedText,cdd26ad48f2a208fbe8ca0983a243399,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 2, 'links': []}",SECTION M. GET CONNECTED!
Title,97a83a58d6ee2c43a2c4d42294016fc2,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 2, 'links': []}",SECTION N. OMSCS ADVISING CONTACT INFORMATION
NarrativeText,fa47d600d89f84525001de8f0e5bbaf5,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 2, 'links': []}",Click here to return to Table of Contents
UncategorizedText,540dd397b2d380dcc3f59796c4facc43,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 3, 'links': []}",5.
ListItem,832fdc1aaa8cf84680f3bfa901e74660,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 3, 'links': [{'text': 'Current Courses', 'url': 'https://omscs.gatech.edu/current-courses', 'start_index': 168}]}","3. The foundational course requirement is a minimum grade of “B” in two foundational courses. 4. The foundational courses are those with an asterisk (*) listed on the “Current Courses” page under the Program Information tab on the OMSCS website. If at any point during the first three consecutive terms after you matriculate you make less than a “B” in a foundational course, that term still counts as part of your one-year time frame to complete the requirement."
ListItem,485262078876a37a27a58fc8265fce20,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 3, 'links': []}","For example, if you earn a “C” or below during your first semester (Spring 2023), you still would have two semesters (Summer 2023 and Fall 2023) to fulfill the requirement, as long as you have not been academically dismissed (please see Section K. FREQUENTLY ASKED QUESTIONS (FAQs) for information regarding academic standing)."
ListItem,485262078876a37a27a58fc8265fce20,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 3, 'links': []}","For example, if you earn a “C” or below during your first semester (Spring 2023), you still would have two semesters (Summer 2023 and Fall 2023) to fulfill the requirement, as long as you have not been academically dismissed (please see Section K. FREQUENTLY ASKED QUESTIONS (FAQs) for information regarding academic standing)."
ListItem,1ab863fd1e3c1ea628a3098639d16a34,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 3, 'links': []}","To clarify further, you do not need to fulfill the foundational requirement with the first two courses you"
UncategorizedText,d80edd7fb074b51d1fbf46a3dcf5cae5,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 3, 'links': []}",6.
NarrativeText,51b53a6e59066802539a1cfc6056f3c6,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 3, 'links': []}","attempt/enroll in as part of the OMSCS program — you simply need to fulfill the requirement within the one-year time frame (again, as long as you abide by the Institute’s guidelines for academic standing). If at any point during the first three consecutive terms after you matriculate you withdraw from a foundational course, that term still counts as part of your one-year time frame to complete this requirement."
ListItem,ef25032870d50c9e2b8e25b7745cf9c4,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 3, 'links': []}","7. For new Spring 2023 students who matriculate this semester, you will be restricted to enrolling only in foundational courses until you have satisfied the foundational course requirement."
ListItem,ef25032870d50c9e2b8e25b7745cf9c4,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 3, 'links': []}","7. For new Spring 2023 students who matriculate this semester, you will be restricted to enrolling only in foundational courses until you have satisfied the foundational course requirement."
Title,ad7b525c034c96dc20565a18fd60edfe,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 3, 'links': []}",SECTION C. DEGREE REQUIREMENTS
NarrativeText,3bd7324b87fd0cd29dde5372a8b4168d,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 3, 'links': []}",Please take time to view the current MSCS degree requirements here. The OMSCS program has the same DEGREE REQUIREMENTS as the on-campus MSCS program but offers fewer areas of specialization and fewer courses.
ListItem,b1926455e6902cd4f80f8b93ea1c09b8,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 3, 'links': []}",1. Students must complete 30 credit hours (10 total courses) for the degree. 2. Students must declare one specialization. 15-18 hours comprise the “Area of Specialization”. 3. The remaining 12-15 hours comprise “free” electives. The electives are any OMSCS course not used in the “Area of Specialization”. Please note #8 below regarding the limit of 4000-level and/or non-CS/CSE courses.
ListItem,b1926455e6902cd4f80f8b93ea1c09b8,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 3, 'links': []}",1. Students must complete 30 credit hours (10 total courses) for the degree. 2. Students must declare one specialization. 15-18 hours comprise the “Area of Specialization”. 3. The remaining 12-15 hours comprise “free” electives. The electives are any OMSCS course not used in the “Area of Specialization”. Please note #8 below regarding the limit of 4000-level and/or non-CS/CSE courses.
ListItem,4963246b6ce0dc17b5359942e4b458cf,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 3, 'links': [{'text': 'spolicy', 'url': 'https://catalog.gatech.edu/academics/graduate/masters-degree-info/', 'start_index': 503}]}","4. OMSCS students should expect to complete the “Course” option. 5. Students must earn at least a “B” in all courses in their chosen “Area of Specialization”. 6. Students must earn at least a “C” in all courses counting toward their “free” elective requirement. 7. Students must have a minimum overall GPA of 3.0 to graduate. 8. A maximum of six hours may be taken at the 4000-level and/or with a subject code other than CS or CSE. 9. Students must complete the degree in six years as per the Institute’s policy. Therefore, if you matriculate during the Spring 2023 term, you must fulfill the degree requirements by the end of the Fall 2028 term."
ListItem,4963246b6ce0dc17b5359942e4b458cf,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 3, 'links': [{'text': 'spolicy', 'url': 'https://catalog.gatech.edu/academics/graduate/masters-degree-info/', 'start_index': 503}]}","4. OMSCS students should expect to complete the “Course” option. 5. Students must earn at least a “B” in all courses in their chosen “Area of Specialization”. 6. Students must earn at least a “C” in all courses counting toward their “free” elective requirement. 7. Students must have a minimum overall GPA of 3.0 to graduate. 8. A maximum of six hours may be taken at the 4000-level and/or with a subject code other than CS or CSE. 9. Students must complete the degree in six years as per the Institute’s policy. Therefore, if you matriculate during the Spring 2023 term, you must fulfill the degree requirements by the end of the Fall 2028 term."
ListItem,a424e4dd4f9f9fe20861f86283bae1bf,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 3, 'links': []}","10. If you previously completed courses at Georgia Tech, specifically undergraduate/graduate Computer Science (CS) or other CS-related undergraduate/graduate courses, you will be responsible for researching whether or not the course(s) are considered to be “equivalent” to OMSCS courses, as these credits cannot count toward your OMSCS degree program. Please visit our website, and please refer to SECTION K. FREQUENTLY ASKED QUESTIONS (FAQs) for more information."
ListItem,a424e4dd4f9f9fe20861f86283bae1bf,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 3, 'links': []}","10. If you previously completed courses at Georgia Tech, specifically undergraduate/graduate Computer Science (CS) or other CS-related undergraduate/graduate courses, you will be responsible for researching whether or not the course(s) are considered to be “equivalent” to OMSCS courses, as these credits cannot count toward your OMSCS degree program. Please visit our website, and please refer to SECTION K. FREQUENTLY ASKED QUESTIONS (FAQs) for more information."
ListItem,48e93f0869a70bb300a6a63633cf23fd,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 3, 'links': [{'text': 'Areas of Specialization', 'url': 'https://omscs.gatech.edu/program-info/specializations', 'start_index': 75}]}",11. Additional program information can be found online. 12. The following “Areas of Specialization” are available through the OMSCS program:
ListItem,9fe78cd69d2b7db71836bdc357a8aabe,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 3, 'links': [{'text': 'Computing', 'url': 'https://omscs.gatech.edu/specialization-computing-systems', 'start_index': 42}, {'text': 'Interactive', 'url': 'https://omscs.gatech.edu/specialization-interactive-intelligence', 'start_index': 62}, {'text': 'Machine', 'url': 'https://omscs.gatech.edu/specialization-machine-learning', 'start_index': 89}]}",Computational Perception and Robotics ● Computing Systems ● Interactive Intelligence ● Machine Learning
NarrativeText,fa47d600d89f84525001de8f0e5bbaf5,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 3, 'links': []}",Click here to return to Table of Contents
ListItem,a7a129001829e9ab1c8cad219eb01072,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 4, 'links': []}","1. Log into OSCAR using your GT credentials via the Secured Access Login. 2. Choose Student Services & Financial Aid. 3. Click Registration, then Registration Status. 4. Click Spring 2023 for Term and hit SUBMIT. 5. This page will display a time at which your Registration Time Ticket will begin. Also, if you have any holds or outstanding issues, they will appear here."
NarrativeText,b1282f8a1c61c798278f882ed6065df0,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 4, 'links': []}",Please note that time tickets are issued by the Registrar’s Office and are assigned based on earned hours.
NarrativeText,c04600c3189319a95ccb194b8cb5a4ae,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 4, 'links': []}","Also, please keep in mind that graduate students typically are the last student population to register, as undergraduate students and students who are part of a group that gets priority registration (Presidential Fellows, Office of Disability Services, members of the Reserve Officers Training Corps (ROTC), military veterans currently utilizing G.I. Bill benefits, etc.) register before graduate students. Therefore, it is not uncommon for OMSCS students’ time tickets to begin several days after the registration period opens."
Title,233beab00e4b4d2ee16158635b018830,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 4, 'links': []}",SECTION E. REGISTRATION HOLDS
ListItem,8e8bdae957e6eb491f5854b23cedfb5d,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 4, 'links': []}","1. Once your account is activated, you must check to see if you have any holds that might prevent registration. Instructions on how to view holds are available online."
ListItem,8e8bdae957e6eb491f5854b23cedfb5d,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 4, 'links': []}","1. Once your account is activated, you must check to see if you have any holds that might prevent registration. Instructions on how to view holds are available online."
UncategorizedText,6bc54f13bea593dc5e1c8e6b16249e66,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 4, 'links': []}",2.
NarrativeText,3a514330741c12a61af4742a26c48084,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 4, 'links': []}","If you have a hold on your account, you MUST clear it before you can register for classes. You must contact the department who placed the hold, as the department who placed the hold is the only department who can remove the hold."
ListItem,81f22d1f5e49ab51252736e5f2a7df7d,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 4, 'links': []}","If you have a Graduate Admissions HOLD: The Office of Graduate Education is missing documentation (probably your final official transcript). If you have any questions regarding these documents, please contact the Office of Graduate Education by visiting their website or calling 404.894.1610. ➢ To mail your documents to the Office of Graduate Education, see SECTION K. FREQUENTLY ASKED"
ListItem,81f22d1f5e49ab51252736e5f2a7df7d,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 4, 'links': []}","If you have a Graduate Admissions HOLD: The Office of Graduate Education is missing documentation (probably your final official transcript). If you have any questions regarding these documents, please contact the Office of Graduate Education by visiting their website or calling 404.894.1610. ➢ To mail your documents to the Office of Graduate Education, see SECTION K. FREQUENTLY ASKED"
NarrativeText,5d4c2de6cc126f88f6187abe0056423f,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 4, 'links': [{'text': ') for their mailing address .  If your institution releases official transcripts electronically please send them totranscripts @ grad . gatech . edu', 'url': 'mailto:transcripts@grad.gatech.edu', 'start_index': 15}]}","QUESTIONS (FAQs) for their mailing address. If your institution releases official transcripts electronically, please send them to transcripts@grad.gatech.edu."
NarrativeText,8e44516969e24c15b4df882c25ee94fb,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 4, 'links': []}","➢ Please note: If you are a new student starting Spring 2023, you will NOT have a missing document hold placed on your account for transcripts until after registration has ended. However, you will want to ensure that you submit all required official transcripts/documents to avoid future holds."
ListItem,ef341b2b170fd116ff7ea33bc9fa3e00,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 4, 'links': []}","If you have a Lawful Presence HOLD: Only the documents listed here can be used to clear this hold. For questions, please send an email to grad.ask@grad.gatech.edu."
ListItem,ef341b2b170fd116ff7ea33bc9fa3e00,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 4, 'links': []}","If you have a Lawful Presence HOLD: Only the documents listed here can be used to clear this hold. For questions, please send an email to grad.ask@grad.gatech.edu."
ListItem,d33ab0eb205d729458f49bc959137129,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 4, 'links': [{'text': 'butmustcomplete the yearly waiver .  If you any questions regarding this requirement , please contactimmunizations @ health . gatech . eduor', 'url': 'mailto:immunizations@health.gatech.edu', 'start_index': 260}]}","If you have an Immunization HOLD: Send an email to immunizations@health.gatech.edu and request a Waiver Request Form. Once the waiver is submitted, it is valid for one year from the date it is signed. “Distance Learners” do not require proof of immunization but must complete the yearly waiver. If you have any questions regarding this requirement, please contact immunizations@health.gatech.edu or 404.894.1432."
ListItem,9b30c2606d9975642e1f556d39fa9137,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 4, 'links': []}","If you have a Financial Agreement HOLD: A Financial Agreement hold will be placed on all students’ accounts. This hold will prevent registration; however, you can clear the hold immediately in OSCAR and do not need to wait until your time ticket becomes active. On the Registration menu, select “Financial Responsibility Agreement”, read the agreement, enter your initials, and then click “Submit”. Successful completion of this task clears the hold from your account and will allow you to continue with registration. For questions, please contact the Bursar’s Office at omsbursar.ask@gatech.edu."
ListItem,9b30c2606d9975642e1f556d39fa9137,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 4, 'links': []}","If you have a Financial Agreement HOLD: A Financial Agreement hold will be placed on all students’ accounts. This hold will prevent registration; however, you can clear the hold immediately in OSCAR and do not need to wait until your time ticket becomes active. On the Registration menu, select “Financial Responsibility Agreement”, read the agreement, enter your initials, and then click “Submit”. Successful completion of this task clears the hold from your account and will allow you to continue with registration. For questions, please contact the Bursar’s Office at omsbursar.ask@gatech.edu."
ListItem,207addeca0622dfaa5abec9269becfd0,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 4, 'links': []}","If you have a Registrar Location HOLD: You should be able to clear this hold several days prior to your active time ticket in OSCAR. On the Registration menu, select “Term Study Location Identification”, select your location from the pull-down menu, and then click “Submit”. Successful completion of this task clears the hold from your account and will allow you to continue with registration."
NarrativeText,fa47d600d89f84525001de8f0e5bbaf5,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 4, 'links': []}",Click here to return to Table of Contents
ListItem,057449f0faac469978bf66e57f60611b,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 5, 'links': []}","1. First, be sure your status is “Student” and NOT “Applicant”. You may not activate your GT account until that changes, and it will change about a week before registration begins. **Please do not contact our office prior to the week before registration regarding this, as advisors are unable to change statuses.**"
ListItem,057449f0faac469978bf66e57f60611b,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 5, 'links': []}","1. First, be sure your status is “Student” and NOT “Applicant”. You may not activate your GT account until that changes, and it will change about a week before registration begins. **Please do not contact our office prior to the week before registration regarding this, as advisors are unable to change statuses.**"
NarrativeText,6226dd2dcb5be9bb7448673972e6b258,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 5, 'links': []}",To check your status:
ListItem,5ca0291c6c183f06dfa9d5f70bfd1526,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 5, 'links': []}",Log into OSCAR using your GT credentials via the Secured Access Login. ● Select Student Services & Financial Aid. ● Select Registration. ● Select Registration Status. ● Select the Spring 2023 term. ● Click SUBMIT.
ListItem,24dfa772ee4febfcd8cf25ebd38e7367,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 5, 'links': []}",2. Activate your GT email account here.
ListItem,ccd5cc9dd07dc3da874bd7c419cd0386,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 5, 'links': [{'text': 'spolicy', 'url': 'https://catalog.gatech.edu/rules/3/', 'start_index': 202}]}","3. The Institute, as well as the department, will use this email address as your official contact. You are required to keep it active, and you are expected to read your email DAILY as per the Institute’s policy. This is true even if you are sitting out a semester."
NarrativeText,6821c331b38faeae62ce1711462a15ef,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 5, 'links': [{'text': 'set up', 'url': 'https://oit.gatech.edu/', 'start_index': 336}]}","PLEASE NOTE: The Registrar’s Office is responsible for updating all admitted students’ access in our system, which will prompt OIT to create your GT email account closer to the start of the semester. Once this has been done, it is our understanding that you should receive a message from OIT to your personal email account about how to set up your GT email account. contact OIT for assistance. Unfortunately, TSO will not be able to assist with this."
NarrativeText,876ce48ea1693dccfe7f6e5bd27b2280,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 5, 'links': []}","If you are having issues with activating your GT email account, please"
ListItem,66596c0d0aba77391c75029a9b36318b,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 5, 'links': []}",4. Two-factor authentication is required for all GT students. Please follow the directions online to set up Duo. Failing to set up Duo will result in being locked out of your account.
ListItem,66596c0d0aba77391c75029a9b36318b,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 5, 'links': []}",4. Two-factor authentication is required for all GT students. Please follow the directions online to set up Duo. Failing to set up Duo will result in being locked out of your account.
ListItem,4030dd28667b6cf4e6b91c255f398b12,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 5, 'links': []}",5. The courses that are available for Spring 2023 can be found by performing a search in OSCAR.
ListItem,5b2f8870a16b84881ea4e2f3f5a81c83,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 5, 'links': []}","6. Most online courses will have a section of “O” (example: O01, O02, O03, etc.)."
ListItem,175c18534d0fa30d8f643b388a64ace9,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 5, 'links': []}","7. Registration is first come, first served, so you will want to register as soon as your time ticket opens."
ListItem,15eb4ed47944b262cd5c5d433eba8e01,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 5, 'links': []}","8. You can narrow your search in the Schedule of Classes by designating the Campus to “Online”. Please keep in mind that there are multiple course subjects offered in the OMSCS program; therefore, be sure to do a search on “CS” (Computer Science), “CSE” (Computational Science and Engineering), “ECE” (Electrical and Computer Engineering), “INTA” (International Affairs), “ISYE” (Industrial and Systems Engineering), “MGT” (Management), and “PUBP” (Public Policy) for a full listing of the online courses offered."
ListItem,15eb4ed47944b262cd5c5d433eba8e01,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 5, 'links': []}","8. You can narrow your search in the Schedule of Classes by designating the Campus to “Online”. Please keep in mind that there are multiple course subjects offered in the OMSCS program; therefore, be sure to do a search on “CS” (Computer Science), “CSE” (Computational Science and Engineering), “ECE” (Electrical and Computer Engineering), “INTA” (International Affairs), “ISYE” (Industrial and Systems Engineering), “MGT” (Management), and “PUBP” (Public Policy) for a full listing of the online courses offered."
NarrativeText,8ffbd6e5a7f4c1f9841aa559f0ac388c,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 5, 'links': []}","Some of these courses will be offered with the OMS Analytics or the OMS Cybersecurity programs, so please be mindful when selecting courses that you are choosing the section that is designated for OMSCS students. Some sections are restricted to OMS Analytics students and are designated with the “OAN” section. Other sections are restricted to OMS Cybersecurity students and are designated with the “OCY” section. If an OMS Analytics or OMS Cybersecurity course has a section created for OMSCS students, it will have a section of “O” followed by a two-digit number (example: O01, O02, O03, etc.)."
NarrativeText,63d9d29d9b09c787feff02c6fe793698,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 5, 'links': []}","***Please remember that per the program rules: ""A maximum of six hours may be taken at the 4000-level and/or with a subject code other than CS or CSE.”***"
NarrativeText,fa47d600d89f84525001de8f0e5bbaf5,"{'filename': 'spring_2023_orientation_document.pdf', 'filetype': 'application/pdf', 'page_number': 5, 'links': []}",Click here to return to Table of Contents
