type,element_id,metadata,text
UncategorizedText,f199bf4713a3cfbfaff1f175b730d262,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['deu', 'eng']}",SECTION H.  DROPPING/WITHDRAWING FROM A COURSE(S)
Title,d5bd1d945c0a32aa7cbd0791e5ad0c6a,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng', 'deu']}",SECTION I. SYSTEMS YOU WILL BE USING AND WHY
Title,803740c15564bcd4932fd5e71ba47bfc,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['deu']}",SECTION J. IMPORTANT DATES FOR THE SPRING 2023 SEMESTER
Title,77e1c15b07a28440bde6ccccfda524ab,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['deu']}",SECTION K.  FREQUENTLY ASKED QUESTIONS (FAQs)
Title,0d316f7f080c8c257ea3c730de98af7d,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",New Student Onboarding/GT Email Account
Title,c8d69375b21110d614d64ca1236639d7,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Institute Services & Course-Related Resources
Title,ca21733a36e303922f3991e75ad2ebd4,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Deferring Admission
Title,c9f52c42f62be95b899e6b929b8d952b,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Degree Requirements
Title,71abe9dd094d2e4ee1a24ba1403a7242,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Foundational Requirement
Title,fd68b256d295d861965b4c5a5a84a424,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Course/Program Planning
Title,85ece42b1738c9dbe84400960e361309,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Grades/GPA Requirement
Title,f668987270c1622fd687e8a42baf2b8c,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Registration-Related Information
Title,9932a7b00f9d21129bf34f9ae9613b2a,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Payments & Financial Information
Title,02c8c3f4e9079a80ac657d1cfd2b2e4a,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Taking Time Off
Title,9efe2b4d3d004cb3c7a2f8c3b80a21a6,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Graduation
Title,05ed8f92161693cfe7a93311a4490c48,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['deu', 'eng', 'ita']}",SECTION L.  GEORGIA TECH DIRECTORY INFORMATION
UncategorizedText,5301736d002395532fe8214bd9d7107e,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",SECTION M.  GET CONNECTED!
Title,1993143b4fe26d76d8d13aef7c7b4a2d,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",SECTION N.  OMSCS ADVISING CONTACT INFORMATION
NarrativeText,fa47d600d89f84525001de8f0e5bbaf5,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Click here to return to Table of Contents
Title,7c465318cabdff747f14760e6ecff3c8,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",SECTION A. ACADEMIC POLICIES
NarrativeText,7330e3eb12b24605c90e9083fbaba3d0,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}","As a Georgia Tech student, you are responsible for knowing these academic policies and information:"
ListItem,e3b0c44298fc1c149afbf4c8996fb924,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain'}",
Title,bec8fde326af4bc6daffacfb6e57b64d,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Academic Catalog
ListItem,e3b0c44298fc1c149afbf4c8996fb924,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain'}",
Title,0a6054bd3b570078c703578b0f06db1e,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Academic Honor Code
ListItem,e3b0c44298fc1c149afbf4c8996fb924,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain'}",
Title,9f7e11ae264275e76ff8af7b6439ba0d,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Student/Faculty Expectations
ListItem,e3b0c44298fc1c149afbf4c8996fb924,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain'}",
Title,51f19a2c78099c152eca874785de4e29,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Expectations of Advisors and Advisees
Title,668d4fd315ebcd86e073fe04b509c9a5,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",SECTION B.  FOUNDATIONAL COURSE REQUIREMENT
UncategorizedText,c977dbe785221d34114d345fdf8ff4e1,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",1.
NarrativeText,8e37d91275d9623b027fd346c1072ac7,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",You have one calendar year from the time you matriculate to complete the foundational course requirement.
UncategorizedText,6bc54f13bea593dc5e1c8e6b16249e66,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",2.
NarrativeText,575aace71df28f6a7f361537c695b0d4,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}","If this is your first term as a new admit, you have Spring 2023, Summer 2023, and Fall 2023 to complete the foundational course requirement."
UncategorizedText,267c23695b6e8fc29bd88b9f5d1962d3,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",3.
NarrativeText,049fa1acf13a4d1392693202a30a3403,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",The foundational course requirement is a minimum grade of “B” in two foundational courses.
UncategorizedText,23f663630e2f28250c09d7a0c370f55e,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",4.
NarrativeText,3019d95cf310b641054a92c562daed91,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",The foundational courses are those with an asterisk (*) listed on the “Current Courses” page under the Program Information tab on the OMSCS website.
UncategorizedText,540dd397b2d380dcc3f59796c4facc43,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",5.
NarrativeText,b3ef4be43bbbc8da84c800405caa24b5,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}","If at any point during the first three consecutive terms after you matriculate you make less than a “B” in a foundational course, that term still counts as part of your one-year time frame to complete the requirement."
ListItem,e3b0c44298fc1c149afbf4c8996fb924,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain'}",
NarrativeText,a1736fe54015073e5aef965b35c7bce1,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}","For example, if you earn a “C” or below during your first semester (Spring 2023), you still would have two semesters (Summer 2023 and Fall 2023) to fulfill the requirement, as long as you have not been academically dismissed (please see Section K. FREQUENTLY ASKED QUESTIONS (FAQs) for information regarding academic standing)."
ListItem,e3b0c44298fc1c149afbf4c8996fb924,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain'}",
NarrativeText,5d13a72c3b81aad3e8d6dae87d376ddd,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}","To clarify further, you do not need to fulfill the foundational requirement with the first two courses you attempt/enroll in as part of the OMSCS program — you simply need to fulfill the requirement within the one-year time frame (again, as long as you abide by the Institute’s guidelines for academic standing)."
UncategorizedText,d80edd7fb074b51d1fbf46a3dcf5cae5,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",6.
NarrativeText,588c4cbd8a3b3150baa4da6dbe8370f5,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}","If at any point during the first three consecutive terms after you matriculate you withdraw from a foundational course, that term still counts as part of your one-year time frame to complete this requirement."
UncategorizedText,a50aa8b9a9806899e1d67d0d09c1ce40,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",7.
NarrativeText,3c7b18705c465ec77f98e09896f6c34d,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}","For new Spring 2023 students who matriculate this semester, you will be restricted to enrolling only in foundational courses until you have satisfied the foundational course requirement."
Title,1b712eb8e00b5842dd9297fbf4c812ff,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",SECTION C.  DEGREE REQUIREMENTS
NarrativeText,3bd7324b87fd0cd29dde5372a8b4168d,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Please take time to view the current MSCS degree requirements here. The OMSCS program has the same DEGREE REQUIREMENTS as the on-campus MSCS program but offers fewer areas of specialization and fewer courses.
UncategorizedText,c977dbe785221d34114d345fdf8ff4e1,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",1.
NarrativeText,65e62b1f5d2158056734c8ee3221fd7d,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Students must complete 30 credit hours (10 total courses) for the degree.
UncategorizedText,6bc54f13bea593dc5e1c8e6b16249e66,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",2.
NarrativeText,1f1966d53d36445bc33462a840897f87,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Students must declare one specialization. 15-18 hours comprise the “Area of Specialization”.
UncategorizedText,267c23695b6e8fc29bd88b9f5d1962d3,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",3.
NarrativeText,d23aafaa6a6032f001236ea2de77971d,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",The remaining 12-15 hours comprise “free” electives. The electives are any OMSCS course not used in the “Area of Specialization”. Please note #8 below regarding the limit of 4000-level and/or non-CS/CSE courses.
UncategorizedText,23f663630e2f28250c09d7a0c370f55e,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",4.
NarrativeText,4ae0fe222a597d4068f8816e501b6fb4,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",OMSCS students should expect to complete the “Course” option.
UncategorizedText,540dd397b2d380dcc3f59796c4facc43,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",5.
NarrativeText,6a240bdd7e713690172e0a80115bbbfc,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Students must earn at least a “B” in all courses in their chosen “Area of Specialization”.
UncategorizedText,d80edd7fb074b51d1fbf46a3dcf5cae5,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",6.
NarrativeText,f76ec97bcce0ae31a75baa135106e517,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Students must earn at least a “C” in all courses counting toward their “free” elective requirement.
UncategorizedText,a50aa8b9a9806899e1d67d0d09c1ce40,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",7.
NarrativeText,b101d26999a97d028089b7ca1b1bef27,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Students must have a minimum overall GPA of 3.0 to graduate.
UncategorizedText,6ce012fd1056714b493ab0a7b473923e,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",8.
NarrativeText,6e1bac87a2a3d5aef039cc221accddc6,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",A maximum of six hours may be taken at the 4000-level and/or with a subject code other than CS or CSE.
UncategorizedText,99a1b84b98650fd4581b7156cd830ef7,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",9.
NarrativeText,667221b1919d0e53d6ef323b69b48c3f,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}","Students must complete the degree in six years as per the Institute’s policy. Therefore, if you matriculate during the Spring 2023 term, you must fulfill the degree requirements by the end of the Fall 2028 term."
ListItem,a3b6c0dad8f19a7e971018f56bcf6179,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}","10. If you previously completed courses at Georgia Tech, specifically undergraduate/graduate Computer Science (CS) or other CS-related undergraduate/graduate courses, you will be responsible for researching whether or not the course(s) are considered to be “equivalent” to OMSCS courses, as these credits cannot count toward your OMSCS degree program. Please visit our website, and please refer to SECTION K. FREQUENTLY ASKED QUESTIONS (FAQs) for more information."
ListItem,0438ee5e545002758231c103df1934fd,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",11. Additional program information can be found online.
ListItem,7d932d2fdf1d659e070691a55f8ef022,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",12. The following “Areas of Specialization” are available through the OMSCS program:
ListItem,e3b0c44298fc1c149afbf4c8996fb924,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain'}",
Title,eb32ba60d7b90912756930b87328fcff,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Computational Perception and Robotics
ListItem,e3b0c44298fc1c149afbf4c8996fb924,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain'}",
Title,1fcc89b7eb1a49b801c19f74c7e3a9de,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Computing Systems
ListItem,e3b0c44298fc1c149afbf4c8996fb924,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain'}",
Title,32596455f7064c83a94b85f22f6da295,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Interactive Intelligence
ListItem,e3b0c44298fc1c149afbf4c8996fb924,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain'}",
Title,9316cd4d881e21d7494cada328686b37,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Machine Learning
NarrativeText,fa47d600d89f84525001de8f0e5bbaf5,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Click here to return to Table of Contents
Title,faa7c93d23d287774c8132fb2203e3bb,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng', 'vie']}",SECTION D.  REGISTRATION TIME TICKETS
NarrativeText,74da999ee7e0b1d10fc3b4e542d70207,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Your time ticket will tell you the specific date and time you are allowed to begin registering for classes.
ListItem,e3b0c44298fc1c149afbf4c8996fb924,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain'}",
NarrativeText,986199a2df4b8881c7f756728437b8ed,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",You will be able to view your time ticket on January 4 at 6:00pm ET.
NarrativeText,0e2398ef7e719b2f2d74ad4f7d6d686f,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}","To check your time ticket in OSCAR, follow these directions: 1."
NarrativeText,17d893fba46cc0970a5129b2c517449f,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Log into OSCAR using your GT credentials via the Secured Access Login.
UncategorizedText,6bc54f13bea593dc5e1c8e6b16249e66,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",2.
Title,6ea71b464800fb7e9c2963de70aa8822,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Choose Student Services & Financial Aid.
UncategorizedText,267c23695b6e8fc29bd88b9f5d1962d3,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",3.
Title,99f2d030042e81f17167ef49894b5b54,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}","Click Registration, then Registration Status."
UncategorizedText,23f663630e2f28250c09d7a0c370f55e,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",4.
Title,497c3c7732d7452cee5d6398e30e0a0a,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Click Spring 2023 for Term and hit SUBMIT.
UncategorizedText,540dd397b2d380dcc3f59796c4facc43,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",5.
NarrativeText,c674567a2ca51999b7a14f775f2a012f,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}","This page will display a time at which your Registration Time Ticket will begin. Also, if you have any holds or outstanding issues, they will appear here."
NarrativeText,b1282f8a1c61c798278f882ed6065df0,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Please note that time tickets are issued by the Registrar’s Office and are assigned based on earned hours.
NarrativeText,c04600c3189319a95ccb194b8cb5a4ae,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}","Also, please keep in mind that graduate students typically are the last student population to register, as undergraduate students and students who are part of a group that gets priority registration (Presidential Fellows, Office of Disability Services, members of the Reserve Officers Training Corps (ROTC), military veterans currently utilizing G.I. Bill benefits, etc.) register before graduate students. Therefore, it is not uncommon for OMSCS students’ time tickets to begin several days after the registration period opens."
Title,a41b7e51d2cc28f6ec9fd6bfaed7bee2,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",SECTION E.  REGISTRATION HOLDS
UncategorizedText,c977dbe785221d34114d345fdf8ff4e1,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",1.
NarrativeText,24fd0bdeecb4d07261cccce41c2952f8,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}","Once your account is activated, you must check to see if you have any holds that might prevent registration."
NarrativeText,89cfd91141ade0c45191867f808a9419,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Instructions on how to view holds are available online.
UncategorizedText,6bc54f13bea593dc5e1c8e6b16249e66,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",2.
NarrativeText,3a514330741c12a61af4742a26c48084,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}","If you have a hold on your account, you MUST clear it before you can register for classes. You must contact the department who placed the hold, as the department who placed the hold is the only department who can remove the hold."
ListItem,e3b0c44298fc1c149afbf4c8996fb924,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain'}",
NarrativeText,b6ec47ef56aec0a6246e146e4da29cc9,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}","If you have a Graduate Admissions HOLD: The Office of Graduate Education is missing documentation (probably your final official transcript). If you have any questions regarding these documents, please contact the Office of Graduate Education by visiting their website or calling 404.894.1610."
NarrativeText,5300b908942b5f325934c46c343eaf3d,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}","➢ To mail your documents to the Office of Graduate Education, see SECTION K. FREQUENTLY ASKED QUESTIONS (FAQs) for their mailing address. If your institution releases official transcripts electronically, please send them to transcripts@grad.gatech.edu."
NarrativeText,8e44516969e24c15b4df882c25ee94fb,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}","➢ Please note: If you are a new student starting Spring 2023, you will NOT have a missing document hold placed on your account for transcripts until after registration has ended. However, you will want to ensure that you submit all required official transcripts/documents to avoid future holds."
ListItem,e3b0c44298fc1c149afbf4c8996fb924,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain'}",
NarrativeText,01e95fb1b9448d6f57c4a070400dc51d,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}","If you have a Lawful Presence HOLD: Only the documents listed here can be used to clear this hold. For questions, please send an email to grad.ask@grad.gatech.edu."
ListItem,e3b0c44298fc1c149afbf4c8996fb924,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain'}",
NarrativeText,732c0820af942c7db99aef19f9610723,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}","If you have an Immunization HOLD: Send an email to immunizations@health.gatech.edu and request a Waiver Request Form. Once the waiver is submitted, it is valid for one year from the date it is signed."
NarrativeText,0be825596c0df36e4e92d2fb8d19fd48,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}","“Distance Learners” do not require proof of immunization but must complete the yearly waiver. If you have any questions regarding this requirement, please contact immunizations@health.gatech.edu or 404.894.1432."
ListItem,e3b0c44298fc1c149afbf4c8996fb924,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain'}",
NarrativeText,336adf7ba23518dd0fba3228e3d7ffd9,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}","If you have a Financial Agreement HOLD: A Financial Agreement hold will be placed on all students’ accounts. This hold will prevent registration; however, you can clear the hold immediately in OSCAR and do not need to wait until your time ticket becomes active. On the Registration menu, select “Financial Responsibility Agreement”, read the agreement, enter your initials, and then click “Submit”. Successful completion of this task clears the hold from your account and will allow you to continue with registration. For questions, please contact the Bursar’s Office at omsbursar.ask@gatech.edu."
ListItem,e3b0c44298fc1c149afbf4c8996fb924,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain'}",
NarrativeText,207addeca0622dfaa5abec9269becfd0,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}","If you have a Registrar Location HOLD: You should be able to clear this hold several days prior to your active time ticket in OSCAR. On the Registration menu, select “Term Study Location Identification”, select your location from the pull-down menu, and then click “Submit”. Successful completion of this task clears the hold from your account and will allow you to continue with registration."
NarrativeText,fa47d600d89f84525001de8f0e5bbaf5,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Click here to return to Table of Contents
Title,aa5111eba8e930bb3677c3908a6f6eb1,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['deu']}",SECTION F.  REGISTER FOR CLASSES
ListItem,e3b0c44298fc1c149afbf4c8996fb924,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain'}",
NarrativeText,538284079db3a2b0e2076c3ea747a958,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Remember that all times and deadlines are based on the Eastern time zone.
ListItem,e3b0c44298fc1c149afbf4c8996fb924,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain'}",
NarrativeText,70f97ad6b486d73a6ff997dcfa09d355,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Registration dates can be found on the Academic Calendar on the Registrar’s website.
ListItem,e3b0c44298fc1c149afbf4c8996fb924,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain'}",
NarrativeText,b9f036c5bda812eead96c10809d1bac4,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Registration begins on January 5 and ends on January 13 at 4:00pm ET.
ListItem,e3b0c44298fc1c149afbf4c8996fb924,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain'}",
NarrativeText,f6419d91b63a9f7ed127f39ee8835764,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",Please check your time ticket to see the exact day and time you can begin registering.
ListItem,e3b0c44298fc1c149afbf4c8996fb924,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain'}",
NarrativeText,b7531c22908ab1aac9741a5645d8e33e,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}","You will NOT be able to add/drop classes AFTER 4:00pm ET on Friday, January 13."
NarrativeText,88ce9aea6a92dd6dab8946b47a981fc4,"{'filename': 'combined_sentences.txt', 'filetype': 'text/plain', 'languages': ['eng']}",To prepare for registration:
